GEO Region,Price Category Code,Passenger Count
US,Other,14866
Mexico,Low Fare,4797
US,Other,402482
Mexico,Other,299
US,Other,141225
Asia,Other,7512
US,Other,134709
Canada,Other,1165
US,Other,21087
US,Other,876
Europe,Other,9742
Asia,Other,13763
Australia / Oceania,Other,6438
US,Other,20763
Asia,Other,9629
US,Other,460
Europe,Other,14903
Australia / Oceania,Other,9088
Canada,Other,35229
US,Other,40568
Asia,Other,12267
Canada,Other,6015
US,Other,28642
Asia,Other,16971
Europe,Other,9754
Australia / Oceania,Other,5065
Central America,Other,3790
Europe,Other,9855
Canada,Other,2686
Europe,Other,11239
Australia / Oceania,Other,6386
US,Other,153465
Europe,Other,21364
Europe,Other,6044
Canada,Other,143
Central America,Other,6273
Europe,Other,5535
US,Other,103751
Central America,Other,4268
Europe,Other,8442
Mexico,Other,24997
Mexico,Other,11883
Asia,Other,14784
US,Other,91356
Europe,Other,5482
Australia / Oceania,Other,1223
Europe,Other,17926
Asia,Other,9350
Asia,Other,7991
Asia,Other,298
US,Other,12633
Europe,Other,4986
Canada,Other,21955
Mexico,Low Fare,8947
Asia,Other,6600
US,Other,248521
US,Other,382711
Middle East,Other,6652
Middle East,Other,7547
Europe,Other,3178
Asia,Other,8501
Central America,Other,9366
Asia,Other,11971
US,Other,39156
US,Other,5529
Asia,Other,7984
Asia,Other,6199
Canada,Other,20308
US,Other,102869
Europe,Other,9777
Middle East,Other,10316
Asia,Other,16376
Europe,Other,11275
Asia,Other,4115
US,Other,5583
Asia,Other,8635
Australia / Oceania,Other,1882
US,Other,21310
Europe,Other,17729
Asia,Other,11708
Central America,Other,4245
Mexico,Low Fare,4910
Canada,Other,4886
Asia,Other,683
Mexico,Other,6351
US,Low Fare,38666
Asia,Other,13775
Europe,Other,16880
Mexico,Other,10316
Australia / Oceania,Other,3174
US,Low Fare,18526
US,Other,6746
US,Low Fare,43568
US,Other,127606
Asia,Other,4840
US,Other,822
Canada,Other,9968
Australia / Oceania,Other,1962
US,Other,48728
Europe,Other,20122
US,Other,28862
Asia,Other,11107
US,Other,1878
US,Other,37180
Mexico,Other,8639
Mexico,Other,12913
Canada,Other,16667
Canada,Other,8717
US,Low Fare,16929
US,Other,3724
US,Low Fare,16409
Middle East,Other,10031
Asia,Other,9452
Australia / Oceania,Other,7835
US,Other,4390
Asia,Other,10883
Asia,Other,1108
Asia,Other,14683
Canada,Other,2237
Mexico,Other,5944
US,Low Fare,25698
Europe,Other,6136
Europe,Other,20368
Canada,Other,1697
Australia / Oceania,Other,9476
Europe,Other,15338
Asia,Other,9095
Europe,Other,18985
Mexico,Other,18655
US,Other,66899
US,Low Fare,14
US,Other,216505
Europe,Other,19594
US,Other,265772
Asia,Other,9495
US,Other,13231
US,Other,10816
Canada,Other,54894
Europe,Other,7778
Europe,Other,4179
Europe,Other,22268
Europe,Other,10618
Europe,Other,21907
US,Other,15374
US,Low Fare,2642
Canada,Other,11596
Mexico,Other,91
Europe,Other,248
Europe,Other,6172
Canada,Other,25495
Asia,Other,7608
Europe,Other,29803
Europe,Other,32102
Mexico,Other,1899
US,Other,20480
Canada,Other,61749
Asia,Other,5670
US,Other,422203
Europe,Other,42816
Europe,Other,12043
Australia / Oceania,Other,6460
Asia,Other,63432
US,Other,49744
US,Other,62455
US,Other,31754
Asia,Other,6526
Asia,Other,21222
US,Low Fare,67594
US,Other,7750
Europe,Other,945
Europe,Other,18215
Mexico,Other,251
Australia / Oceania,Other,6894
US,Other,45787
Europe,Other,21169
Europe,Other,6416
US,Other,10607
US,Other,3183
US,Other,7228
Australia / Oceania,Other,8089
US,Other,145519
Asia,Other,18998
Asia,Other,6698
Asia,Other,8813
US,Other,157166
Canada,Other,1117
Asia,Other,9186
Canada,Other,3768
Europe,Other,2050
Canada,Other,5531
US,Other,71672
US,Low Fare,2815
Europe,Other,15774
Europe,Other,12430
Asia,Other,11671
US,Other,3470
Australia / Oceania,Other,7747
Asia,Other,5786
Canada,Other,13574
US,Other,269887
US,Other,181288
Asia,Other,14379
US,Other,34963
US,Other,12962
US,Other,305620
US,Other,6855
Canada,Other,8514
US,Other,126325
Mexico,Other,11019
US,Other,10534
Asia,Other,13162
Canada,Other,41800
Australia / Oceania,Other,1088
US,Low Fare,140791
US,Other,7570
Europe,Other,2915
Europe,Other,8197
US,Low Fare,4530
US,Other,143594
US,Other,318102
Asia,Other,12399
US,Other,68830
US,Other,145173
Asia,Other,10462
US,Low Fare,67680
Mexico,Other,5375
US,Other,22599
Europe,Other,12705
US,Low Fare,3449
Asia,Other,56815
Canada,Other,160
Canada,Other,22195
Asia,Other,11066
Asia,Other,14471
Canada,Other,38
US,Other,136355
Mexico,Low Fare,2111
Canada,Other,14265
US,Other,33101
Australia / Oceania,Other,6681
Asia,Other,5409
Canada,Other,10752
Asia,Other,2956
Canada,Other,10688
Asia,Other,7649
Middle East,Other,13556
US,Other,53331
Canada,Other,1199
Australia / Oceania,Other,8072
US,Other,250462
Canada,Other,6341
Europe,Other,2533
US,Other,322605
Europe,Other,6219
Canada,Other,12899
Europe,Other,5055
US,Other,28671
US,Other,379265
Canada,Other,9491
US,Low Fare,166887
Mexico,Low Fare,3132
US,Other,108386
US,Other,7469
US,Other,143128
US,Other,130663
US,Low Fare,148748
Europe,Other,20232
Europe,Other,7790
US,Low Fare,127988
US,Low Fare,134113
Asia,Other,6268
Europe,Other,4564
Asia,Other,9006
Middle East,Other,4591
Canada,Other,10977
Europe,Other,8923
Asia,Other,15705
US,Other,274
Central America,Other,9475
Europe,Other,9743
Mexico,Other,2840
Australia / Oceania,Other,1045
US,Other,8086
US,Other,35020
Europe,Other,19732
Europe,Other,15232
South America,Other,2473
Asia,Other,4273
US,Other,3909
Mexico,Other,268
Asia,Other,5192
Europe,Other,8615
Canada,Other,19483
Australia / Oceania,Other,8065
Middle East,Other,2832
Australia / Oceania,Other,12834
US,Low Fare,17120
Europe,Other,11488
Canada,Other,13420
US,Other,27930
Europe,Other,15570
US,Other,246192
Europe,Other,9471
Asia,Other,20533
US,Other,26
US,Other,89667
Asia,Other,7123
US,Low Fare,2216
Australia / Oceania,Other,8300
Asia,Other,6872
Mexico,Other,2832
US,Other,884
US,Low Fare,2443
Asia,Other,4424
Canada,Other,14060
Europe,Other,501
Middle East,Other,7095
US,Other,68527
Europe,Other,6617
Middle East,Other,9276
US,Low Fare,131
Europe,Other,6518
Asia,Other,466
Australia / Oceania,Other,8957
US,Other,83384
US,Other,387105
Europe,Other,6095
US,Low Fare,200955
Mexico,Low Fare,4823
Canada,Other,12005
Mexico,Other,4591
Mexico,Other,2456
Mexico,Low Fare,5285
US,Other,15292
Middle East,Other,8712
Australia / Oceania,Other,3405
US,Other,37775
Asia,Other,9807
Asia,Other,68674
US,Other,68569
Australia / Oceania,Other,1385
US,Other,137558
Europe,Other,7092
US,Other,156596
Canada,Other,11335
US,Low Fare,66073
Asia,Other,8842
Europe,Other,863
Canada,Other,18570
Europe,Other,19569
Europe,Other,20706
Mexico,Other,11150
Europe,Other,8242
US,Low Fare,13271
Europe,Other,19560
Asia,Other,2630
US,Low Fare,26082
US,Other,12698
Asia,Other,71642
Asia,Other,4626
Canada,Other,13199
US,Other,75337
Europe,Other,257
Europe,Other,3473
Canada,Other,6614
Canada,Other,18727
Asia,Other,9179
Canada,Other,7918
Canada,Other,11479
Europe,Other,9477
US,Low Fare,157170
Asia,Other,3150
US,Other,5479
US,Low Fare,97157
Asia,Other,5963
Canada,Other,5929
Europe,Other,16854
Mexico,Other,8332
Europe,Other,15190
US,Low Fare,4007
US,Other,16615
Asia,Other,19307
Australia / Oceania,Other,4096
Asia,Other,9592
US,Other,118110
Middle East,Other,13569
US,Low Fare,37526
US,Other,179
Asia,Other,4331
Canada,Other,12540
Australia / Oceania,Other,1374
Europe,Other,21472
Central America,Other,4169
Europe,Other,3032
US,Other,1096
US,Other,5753
Europe,Other,20002
Europe,Other,22810
US,Other,43564
Europe,Other,491
US,Other,22127
US,Other,51206
Mexico,Other,992
Australia / Oceania,Other,402
Europe,Other,12632
US,Other,13035
US,Other,3788
Central America,Other,4744
US,Low Fare,88882
Canada,Other,19293
US,Low Fare,3928
Europe,Other,4803
Canada,Other,12935
Australia / Oceania,Other,2648
Australia / Oceania,Other,10189
Canada,Other,6120
Australia / Oceania,Other,7910
Asia,Other,7058
Mexico,Other,11038
Australia / Oceania,Other,7695
Middle East,Other,5981
Europe,Other,10295
Central America,Other,5012
US,Other,20603
US,Other,10107
Asia,Other,8167
Europe,Other,18988
US,Low Fare,25058
Canada,Other,10619
Mexico,Low Fare,4195
US,Low Fare,4751
Asia,Other,10016
US,Other,5556
US,Other,3666
Asia,Other,10176
Europe,Other,16622
Asia,Other,6647
US,Other,47765
Europe,Other,22819
Canada,Other,32217
US,Other,1757
Australia / Oceania,Other,5448
Australia / Oceania,Other,4661
Europe,Other,373
Europe,Other,15184
Asia,Other,3855
US,Other,21813
US,Low Fare,444
Australia / Oceania,Other,5886
Australia / Oceania,Other,5105
Canada,Other,13000
US,Other,417465
Asia,Other,15309
Canada,Other,473
Asia,Other,7234
US,Other,46545
US,Low Fare,3381
Canada,Other,15812
US,Other,11121
US,Other,7634
Asia,Other,76124
US,Other,31038
US,Other,4423
Middle East,Other,11162
US,Other,36784
US,Low Fare,15120
US,Other,9236
US,Other,15400
Asia,Other,15080
Australia / Oceania,Other,7210
Australia / Oceania,Other,8772
US,Other,150286
Canada,Other,5804
US,Other,3655
Asia,Other,6106
Europe,Other,18792
Australia / Oceania,Other,9135
US,Other,42723
Mexico,Other,9298
US,Low Fare,14325
Europe,Other,4117
Middle East,Other,2818
Australia / Oceania,Other,5173
Mexico,Other,20985
Australia / Oceania,Other,11414
US,Other,58487
Asia,Other,5582
US,Other,4265
US,Other,359585
Europe,Other,18442
US,Low Fare,25315
Asia,Other,10810
Asia,Other,8867
Asia,Other,22863
Canada,Other,5668
Asia,Other,1826
US,Other,137680
Middle East,Other,9438
US,Other,3941
Asia,Other,6712
Asia,Other,10695
Asia,Other,9490
Australia / Oceania,Other,7509
US,Other,30313
US,Low Fare,151564
US,Other,9459
US,Other,391
Asia,Other,8828
US,Other,420430
Asia,Other,20953
US,Low Fare,60479
Asia,Other,7418
Asia,Other,7894
US,Other,145384
Europe,Other,10092
Europe,Other,842
Asia,Other,7553
US,Other,58191
Europe,Other,10796
Asia,Other,5645
Asia,Other,7254
Mexico,Other,9747
US,Other,128686
US,Low Fare,3774
US,Other,280
Mexico,Other,5258
US,Other,113706
Asia,Other,3870
US,Other,60912
Europe,Other,7683
Asia,Other,286
US,Other,66914
US,Other,5894
Canada,Other,5265
Asia,Other,17784
US,Low Fare,94053
US,Other,41419
Europe,Other,20224
Asia,Other,5062
Europe,Other,10891
US,Low Fare,11989
Australia / Oceania,Other,6763
Australia / Oceania,Other,736
Mexico,Other,2818
Mexico,Other,10317
US,Other,19960
Asia,Other,16518
Australia / Oceania,Other,8948
Canada,Other,30293
Europe,Other,4457
US,Other,5953
Europe,Other,31160
Australia / Oceania,Other,4620
Canada,Other,14597
Europe,Other,8743
US,Other,45877
Canada,Low Fare,2573
Australia / Oceania,Other,11000
US,Low Fare,203560
Central America,Other,7965
US,Low Fare,13283
Asia,Other,6735
US,Other,13964
US,Low Fare,142195
US,Low Fare,55594
Asia,Other,6145
Asia,Other,4471
Europe,Other,9328
US,Other,57255
US,Low Fare,5844
US,Other,83726
Central America,Other,5140
US,Other,7250
Asia,Other,11584
Europe,Other,27834
Europe,Other,1337
US,Other,368
Asia,Other,8629
Europe,Other,4889
Middle East,Other,5312
US,Other,25092
Asia,Other,8153
US,Other,3871
US,Low Fare,13436
US,Other,4650
US,Other,254
Asia,Other,7132
Asia,Other,9222
Asia,Other,6820
US,Other,49094
US,Other,135153
Asia,Other,61687
Europe,Other,10625
Europe,Other,47119
Australia / Oceania,Other,9790
US,Low Fare,3715
Canada,Other,18179
Middle East,Other,2742
Central America,Other,4070
Mexico,Other,9800
Mexico,Other,10183
US,Other,136301
US,Low Fare,62629
US,Low Fare,13757
Asia,Other,10525
US,Other,84588
Europe,Other,7816
Europe,Other,6058
US,Low Fare,17004
Mexico,Other,4230
Europe,Other,12486
Europe,Other,17755
US,Other,4107
Mexico,Other,138
Europe,Other,4335
Mexico,Other,2742
US,Other,121
Asia,Other,21166
US,Other,65770
Europe,Other,3603
Europe,Other,7928
US,Other,127221
US,Other,16509
US,Low Fare,168
US,Other,378048
Asia,Other,13525
US,Other,39622
Europe,Other,631
US,Low Fare,36424
US,Other,20372
US,Low Fare,151095
US,Low Fare,56427
Europe,Other,2023
Asia,Other,3982
US,Low Fare,6845
Canada,Other,7039
US,Low Fare,549
Europe,Other,5061
Australia / Oceania,Other,1136
Canada,Other,11078
Europe,Other,18764
Asia,Other,13400
Asia,Other,7301
Canada,Other,19481
Mexico,Other,5309
US,Other,19961
US,Other,18149
Mexico,Other,7019
Australia / Oceania,Other,7704
Asia,Other,5003
Europe,Other,7945
US,Other,1922
US,Other,47707
Europe,Other,21315
Canada,Other,1659
US,Low Fare,130802
Asia,Other,10312
US,Other,101506
Australia / Oceania,Other,951
US,Other,106983
US,Other,108517
Asia,Other,7062
Canada,Other,6835
Middle East,Other,7065
US,Other,58968
US,Other,55239
US,Other,7893
Asia,Other,6788
Australia / Oceania,Other,7232
Europe,Other,21118
Canada,Other,7262
US,Other,127688
Asia,Other,9719
US,Other,367111
US,Other,125541
Asia,Other,11206
Asia,Other,7665
US,Other,25478
US,Low Fare,163
Australia / Oceania,Other,8001
Europe,Other,5421
Asia,Other,12934
US,Other,60721
US,Other,4020
Australia / Oceania,Other,938
US,Low Fare,23811
Europe,Other,7800
Mexico,Other,14352
Canada,Other,3106
Mexico,Other,6397
Asia,Other,11291
Asia,Other,61695
Europe,Other,23233
Mexico,Other,1444
Central America,Other,5334
Canada,Other,7684
Asia,Other,8878
US,Other,129652
Asia,Other,10440
Europe,Other,8067
Asia,Other,6115
Middle East,Other,8461
Asia,Other,5761
US,Other,155789
US,Low Fare,63221
US,Other,113147
Asia,Other,5306
Europe,Other,8401
Europe,Other,21975
Asia,Other,4055
Mexico,Other,19380
Australia / Oceania,Other,8769
Europe,Other,3024
Asia,Other,7287
US,Other,738
Mexico,Other,19510
Canada,Other,7900
US,Other,77148
Europe,Other,10857
Australia / Oceania,Other,641
Asia,Other,17250
Europe,Other,11648
US,Other,151330
US,Other,118383
US,Other,147514
Asia,Other,7107
US,Other,394
US,Other,340073
Asia,Other,6962
Europe,Other,17794
US,Other,16603
Canada,Other,12740
US,Other,313
Canada,Other,4197
Canada,Other,7830
Australia / Oceania,Other,6622
US,Low Fare,61540
Europe,Other,3542
Canada,Other,15853
Australia / Oceania,Other,1314
Australia / Oceania,Other,8173
Asia,Other,12894
Asia,Other,9227
Canada,Other,283
Europe,Other,26955
US,Other,3092
US,Low Fare,167681
US,Other,28984
US,Low Fare,47858
Canada,Other,1618
Asia,Other,7467
Europe,Other,8318
Asia,Other,4131
US,Other,78756
Mexico,Other,11520
Asia,Other,24645
US,Other,3022
Canada,Other,15337
Asia,Other,10551
Europe,Other,9774
Europe,Other,10452
US,Low Fare,238226
US,Other,3110
Europe,Other,17946
Canada,Other,116
Asia,Other,5746
Europe,Other,13614
US,Low Fare,16405
US,Other,64526
South America,Other,3485
Mexico,Other,8091
Europe,Other,17266
US,Other,130906
Canada,Other,12082
US,Low Fare,6991
Mexico,Other,3123
Europe,Other,6251
South America,Other,3013
Europe,Other,2693
US,Other,1638
Europe,Other,6846
US,Low Fare,39540
Asia,Other,12818
Canada,Other,11630
Europe,Other,8207
Mexico,Other,11148
Australia / Oceania,Other,7865
Australia / Oceania,Other,8066
US,Low Fare,7631
Mexico,Other,7755
Asia,Other,5411
US,Other,16586
Canada,Other,8256
US,Other,152256
US,Other,92359
Asia,Other,8790
Asia,Other,19987
Europe,Other,22286
US,Other,366814
Central America,Other,4661
US,Other,111533
Canada,Other,28148
Middle East,Other,6069
US,Other,4786
US,Other,386334
Australia / Oceania,Other,6673
US,Other,44505
Middle East,Other,2704
US,Other,322569
US,Other,144951
Australia / Oceania,Other,7136
US,Low Fare,18793
Australia / Oceania,Other,63
US,Other,15759
US,Other,360563
Canada,Other,7853
US,Other,357533
US,Low Fare,65149
Canada,Other,11616
Europe,Other,31108
Europe,Other,5569
Asia,Other,7046
US,Low Fare,9540
Canada,Other,16127
US,Other,4757
US,Low Fare,12596
Middle East,Other,3180
Asia,Other,15947
Asia,Other,20556
Europe,Other,3064
US,Other,149509
Europe,Other,7913
Middle East,Other,6874
Canada,Other,123
Canada,Other,14786
Canada,Other,7656
US,Low Fare,156
US,Other,57225
Canada,Other,7116
US,Other,48977
Asia,Other,13629
Canada,Other,12095
Canada,Other,16302
Asia,Other,6737
US,Other,22637
Mexico,Other,7966
Mexico,Other,11736
Australia / Oceania,Other,5084
US,Other,44666
US,Other,100403
US,Low Fare,17544
Canada,Other,13116
US,Other,126880
US,Other,297661
US,Low Fare,58866
Asia,Other,19134
Canada,Other,34774
Asia,Other,3060
Asia,Other,17299
Canada,Other,107
Asia,Other,3773
Mexico,Other,6069
Mexico,Other,12624
Australia / Oceania,Other,1163
Europe,Other,22654
Asia,Other,5044
Mexico,Other,12472
US,Other,7327
US,Low Fare,3912
US,Low Fare,43107
US,Other,427146
Mexico,Other,12410
Mexico,Other,7472
Asia,Other,6959
US,Other,3119
Asia,Other,72265
Europe,Other,17760
Mexico,Other,9313
US,Other,209
Mexico,Other,9309
Asia,Other,6851
US,Other,286784
US,Low Fare,141640
US,Low Fare,163922
Canada,Other,11965
Canada,Other,139
Middle East,Other,8305
US,Low Fare,39
US,Other,5113
Europe,Other,19263
Europe,Other,13568
Asia,Other,76262
Europe,Other,4735
Canada,Other,21421
Asia,Other,4988
US,Other,37557
Europe,Other,18813
Australia / Oceania,Other,8891
US,Other,24730
US,Other,49746
US,Low Fare,6492
Europe,Other,14091
Europe,Other,39380
Mexico,Other,8505
Asia,Other,21482
US,Other,477535
Europe,Other,8555
US,Other,8230
US,Low Fare,134263
Mexico,Other,18768
US,Low Fare,3734
Asia,Other,8244
US,Other,19378
US,Other,428431
Australia / Oceania,Other,2462
US,Other,41764
Asia,Other,9268
Europe,Other,23520
US,Other,7130
Mexico,Other,3203
US,Other,8397
Canada,Other,17749
US,Other,34509
US,Other,81028
Asia,Other,5837
Mexico,Other,464
Australia / Oceania,Other,4732
Europe,Other,40309
Mexico,Other,5945
Asia,Other,4690
Australia / Oceania,Other,6196
US,Other,26854
Asia,Other,4586
US,Other,260621
US,Other,8048
US,Low Fare,31835
Mexico,Low Fare,5580
Australia / Oceania,Other,8508
Canada,Other,14678
Canada,Other,7113
US,Low Fare,163432
Canada,Other,1280
US,Other,134154
Europe,Other,21870
Asia,Other,11827
US,Other,113410
US,Other,142766
Asia,Other,12135
Europe,Other,19411
Asia,Other,5848
US,Other,5228
US,Other,119437
Canada,Other,9782
Asia,Other,2786
Mexico,Low Fare,4126
Canada,Other,426
US,Other,66864
US,Other,10490
Middle East,Other,14343
US,Other,2478
Europe,Other,22744
Asia,Other,15398
US,Other,58291
Central America,Other,5390
Canada,Other,7164
Canada,Other,7794
US,Other,47
Asia,Other,74961
Asia,Other,4057
Europe,Other,9382
Australia / Oceania,Other,6477
US,Other,4137
Central America,Other,6838
Australia / Oceania,Other,8196
Europe,Other,17876
US,Low Fare,52809
US,Other,60936
US,Other,49625
US,Low Fare,24093
Mexico,Low Fare,3375
Central America,Other,5153
Asia,Other,14432
Asia,Other,16582
US,Low Fare,135509
Mexico,Other,8744
US,Other,5063
Asia,Other,5932
Mexico,Other,9852
US,Other,14388
Australia / Oceania,Other,7868
US,Other,134928
US,Low Fare,42044
Europe,Other,4954
US,Other,3167
Canada,Other,16050
US,Other,44442
Europe,Other,5900
Europe,Other,5253
Central America,Other,10346
US,Low Fare,3776
Canada,Other,4777
US,Other,2808
Australia / Oceania,Other,454
Australia / Oceania,Other,10165
US,Other,2949
US,Other,52902
Asia,Other,12568
Europe,Other,12099
US,Low Fare,12890
Central America,Other,8065
Europe,Other,5358
Middle East,Other,4841
Australia / Oceania,Other,247
Canada,Other,377
Europe,Other,21784
US,Other,59349
Mexico,Other,11615
Asia,Other,4467
Australia / Oceania,Other,8990
Europe,Other,19824
Europe,Other,6809
Asia,Other,4805
Asia,Other,4864
Asia,Other,22565
US,Low Fare,2
US,Low Fare,215
US,Low Fare,133680
Middle East,Other,7525
Europe,Other,15889
US,Other,26229
Europe,Other,5234
Europe,Other,10247
US,Other,10560
Europe,Other,9631
Canada,Other,11211
Europe,Other,6733
US,Other,28660
Mexico,Other,8070
Asia,Other,12788
US,Other,105077
Asia,Other,13823
Asia,Other,15050
Canada,Other,35117
US,Other,29002
Asia,Other,7150
Europe,Other,24243
Europe,Other,17434
Asia,Other,7031
Australia / Oceania,Other,8604
US,Other,65640
Asia,Other,12087
Mexico,Low Fare,6244
Asia,Other,17580
US,Other,3924
Asia,Other,12992
Canada,Other,27720
Asia,Other,7360
Mexico,Other,12
Canada,Other,8631
Asia,Other,5749
US,Other,34
US,Other,5348
Europe,Other,2724
US,Other,3967
US,Other,1783
US,Other,54480
US,Other,161282
Mexico,Other,4880
Europe,Other,17327
US,Other,29419
US,Other,8255
Asia,Other,18836
US,Other,296899
US,Other,103145
Europe,Other,17473
US,Other,151873
US,Other,14460
US,Low Fare,170911
Asia,Other,24937
US,Other,5257
Asia,Other,7364
Europe,Other,18398
US,Low Fare,3592
Europe,Other,10075
US,Other,79523
Mexico,Low Fare,3546
Asia,Other,5920
US,Low Fare,5079
Europe,Other,10881
US,Other,37954
Mexico,Other,8220
US,Other,35565
Asia,Other,55284
US,Other,132423
US,Low Fare,2090
Europe,Other,26024
US,Low Fare,14299
Europe,Other,6508
Canada,Other,98
Australia / Oceania,Other,2683
US,Other,119320
Mexico,Low Fare,3030
US,Other,293872
Asia,Other,7229
Canada,Low Fare,2492
Asia,Other,6260
US,Other,90355
Mexico,Other,2587
Canada,Other,3632
Asia,Other,61102
US,Other,301827
Asia,Other,5550
Canada,Other,21661
Europe,Other,15583
Europe,Other,23374
US,Low Fare,136032
US,Other,63206
Central America,Other,4319
US,Other,6504
Mexico,Other,5290
Canada,Other,2234
Australia / Oceania,Other,2516
Australia / Oceania,Other,9328
US,Other,5447
Asia,Other,6389
Canada,Other,1454
Central America,Other,3615
US,Other,8471
US,Other,8521
US,Other,16070
Europe,Other,9366
Australia / Oceania,Other,574
US,Other,5233
US,Other,43087
US,Other,116676
Mexico,Low Fare,3341
US,Other,50246
US,Other,21034
US,Other,131825
Australia / Oceania,Other,4462
Europe,Other,16252
US,Other,6469
US,Other,35687
US,Other,10571
US,Other,58
US,Low Fare,17929
Australia / Oceania,Other,7555
Canada,Other,16400
US,Other,31599
Asia,Other,7666
Australia / Oceania,Other,5434
US,Other,6278
Europe,Other,12645
Europe,Other,6638
Middle East,Other,13925
Europe,Other,11729
Europe,Other,4612
Europe,Other,10967
Europe,Other,17769
Asia,Other,11919
US,Other,28423
Europe,Other,18077
Europe,Other,7509
Asia,Other,7359
US,Other,4362
Central America,Other,4212
US,Low Fare,158390
Mexico,Other,8106
US,Other,31777
US,Other,21737
Europe,Other,20059
Europe,Other,14192
US,Low Fare,24081
US,Low Fare,136955
Australia / Oceania,Other,6385
Europe,Other,12205
US,Other,66415
Asia,Other,81427
Europe,Other,428
Mexico,Other,12439
Canada,Other,7012
US,Other,142739
US,Other,3002
Canada,Other,509
Europe,Other,19949
Asia,Other,13574
US,Other,7100
US,Low Fare,6006
Europe,Other,7948
Asia,Other,14197
US,Low Fare,28047
Asia,Other,5531
Asia,Other,8477
Asia,Other,3768
US,Low Fare,14696
Europe,Other,933
US,Low Fare,43250
Canada,Other,1328
US,Low Fare,2917
Europe,Other,2944
US,Other,363731
Europe,Other,6763
US,Other,27512
Asia,Other,5497
Europe,Other,10566
US,Other,5899
US,Low Fare,25074
Mexico,Other,15187
US,Low Fare,7841
US,Low Fare,10
Mexico,Other,2235
Asia,Other,66601
Australia / Oceania,Other,11802
US,Low Fare,17143
US,Low Fare,4141
Asia,Other,6341
US,Other,34915
US,Other,261477
US,Low Fare,10164
Asia,Other,10752
US,Other,393528
Asia,Other,6210
Asia,Other,10688
US,Other,395122
Asia,Other,11353
Canada,Other,8251
US,Low Fare,25516
US,Low Fare,60583
US,Other,84768
Asia,Other,1179
US,Other,53245
Canada,Other,11686
Middle East,Other,11468
Europe,Other,7454
Asia,Other,10461
Europe,Other,727
US,Low Fare,32580
US,Other,87560
Central America,Other,4144
Europe,Other,9206
US,Other,164
Middle East,Other,8291
Asia,Other,6861
Mexico,Low Fare,774
Asia,Other,15743
Australia / Oceania,Other,1092
Canada,Other,21308
Asia,Other,19293
Europe,Other,20316
US,Other,1115
Asia,Other,3809
Europe,Other,13751
Mexico,Low Fare,4416
US,Other,198847
US,Other,3956
Mexico,Other,9334
Asia,Other,90691
US,Low Fare,133826
Europe,Other,6707
US,Other,56
US,Low Fare,7367
Europe,Other,31799
Europe,Other,5426
Central America,Other,3987
Canada,Other,10176
Europe,Other,9765
US,Other,28765
Asia,Other,18798
Mexico,Other,4740
US,Other,60
Asia,Other,67106
Mexico,Other,5115
Europe,Other,3558
Mexico,Other,9883
US,Other,48698
US,Low Fare,39624
Asia,Other,8011
Europe,Other,10645
Mexico,Other,21592
Europe,Other,6739
Asia,Other,7464
Asia,Other,9701
US,Low Fare,9840
Europe,Other,3625
Mexico,Other,6085
Europe,Other,20654
Canada,Other,8167
Australia / Oceania,Other,8330
Asia,Other,4228
Mexico,Other,70
Asia,Other,14291
Europe,Other,21819
US,Low Fare,160656
Mexico,Other,11795
Asia,Other,5998
US,Other,8568
Middle East,Other,6246
Asia,Other,10428
US,Low Fare,16115
Europe,Other,7865
Europe,Other,34293
US,Low Fare,42702
US,Other,61643
Canada,Other,5124
US,Other,6455
Asia,Other,8140
Middle East,Other,14607
Asia,Other,17118
US,Low Fare,253
Australia / Oceania,Other,6168
Asia,Other,7428
Australia / Oceania,Other,11180
US,Low Fare,4596
Mexico,Low Fare,4581
US,Low Fare,122512
Mexico,Other,7822
US,Low Fare,20860
Asia,Other,7603
US,Other,52573
Australia / Oceania,Other,6292
Australia / Oceania,Other,8318
Asia,Other,4317
US,Low Fare,6100
Canada,Other,45510
Asia,Other,64080
US,Low Fare,13813
US,Other,68046
US,Low Fare,15099
US,Low Fare,5415
US,Other,1211
Canada,Other,2058
Asia,Other,6572
Mexico,Low Fare,6830
Europe,Other,7341
US,Low Fare,108892
Asia,Other,4013
Asia,Other,4204
Australia / Oceania,Other,8092
Australia / Oceania,Other,11087
Europe,Other,2221
US,Other,473437
US,Other,10018
Canada,Other,1301
Europe,Other,7232
Asia,Other,14626
Europe,Other,24122
US,Other,104597
Asia,Other,5574
US,Other,100691
US,Other,3343
US,Other,36273
US,Other,33052
Canada,Other,28811
US,Low Fare,169228
US,Other,961
US,Low Fare,24209
US,Other,19229
US,Other,342797
Asia,Other,14499
Asia,Other,11761
Asia,Other,9296
Asia,Other,13281
Middle East,Other,12193
Europe,Other,7105
Asia,Other,48658
US,Other,434683
Canada,Other,13663
Europe,Other,5922
US,Other,22534
Europe,Other,19254
Europe,Other,20725
US,Low Fare,22488
Canada,Other,7473
Asia,Other,6614
US,Low Fare,24134
Mexico,Other,109
Europe,Other,30740
Europe,Other,14284
US,Low Fare,33805
US,Other,10466
Australia / Oceania,Other,2603
Europe,Other,14586
Europe,Other,11816
US,Other,158219
US,Low Fare,2868
US,Other,154
Canada,Other,1458
US,Other,5147
Australia / Oceania,Other,2179
US,Low Fare,44137
US,Other,485680
US,Other,5144
Canada,Other,523
Canada,Other,10765
Asia,Other,50771
Canada,Other,9220
