GEO Region,Price Category Code,Passenger Count
Mexico,Other,1596
US,Other,3872
Asia,Other,13922
Mexico,Low Fare,4321
Europe,Other,15688
Europe,Other,18875
US,Other,7506
US,Low Fare,24867
US,Low Fare,5578
Middle East,Other,8721
Asia,Other,6682
Asia,Other,17098
Canada,Other,251
US,Low Fare,165620
Canada,Other,6570
Europe,Other,7408
Asia,Other,14414
US,Low Fare,1263
Asia,Other,4767
Canada,Other,37070
Europe,Other,7056
Mexico,Low Fare,5273
Canada,Other,10676
US,Low Fare,156212
US,Low Fare,159208
Asia,Other,7425
Asia,Other,6945
US,Low Fare,4374
Canada,Other,6352
Europe,Other,16410
Europe,Other,5930
US,Other,27597
Asia,Other,10116
Europe,Other,6511
Europe,Other,39979
Europe,Other,13309
US,Low Fare,13735
Canada,Other,7799
US,Other,105641
Europe,Other,6426
Australia / Oceania,Other,117
Central America,Other,5321
Canada,Other,1102
Canada,Other,4972
US,Other,58031
US,Other,15325
Europe,Other,38231
US,Other,3259
US,Other,42136
US,Other,41553
US,Low Fare,4550
US,Other,5318
US,Other,6571
Europe,Other,2493
Asia,Other,8667
Europe,Other,4400
Asia,Other,10108
Europe,Other,14008
Europe,Other,4043
US,Other,233499
Asia,Other,3901
US,Other,76127
US,Low Fare,10963
Europe,Other,2595
Asia,Other,15823
US,Other,4883
Asia,Other,3485
US,Other,76638
US,Low Fare,2402
Canada,Other,16061
Asia,Other,19135
Middle East,Other,10940
Europe,Other,388
US,Other,3966
Australia / Oceania,Other,8939
US,Other,8378
Europe,Other,15748
US,Other,153241
Mexico,Other,6813
Europe,Other,7939
US,Other,79807
Mexico,Other,7030
Canada,Other,13125
US,Other,25105
Europe,Other,6661
Mexico,Other,15313
Asia,Other,7340
Canada,Other,4877
Australia / Oceania,Other,9563
US,Other,186982
Canada,Other,34378
Mexico,Other,9403
Canada,Other,311
US,Other,7914
Asia,Other,12873
US,Other,197534
Canada,Other,952
Europe,Other,17237
Asia,Other,3475
Mexico,Other,4625
Europe,Other,9589
Canada,Other,8003
Canada,Other,13454
Europe,Other,8531
Central America,Other,7573
Asia,Other,7988
Asia,Other,17747
US,Low Fare,17627
Asia,Other,5519
Asia,Other,7413
US,Other,44905
Australia / Oceania,Other,5927
Europe,Other,13543
Australia / Oceania,Other,9455
Asia,Other,17635
Asia,Other,13403
Asia,Other,9535
Asia,Other,9259
Europe,Other,22389
Europe,Other,1
Europe,Other,11967
US,Other,42144
Canada,Other,27485
Asia,Other,6599
Australia / Oceania,Other,9635
Asia,Other,8018
US,Other,169519
US,Other,97772
Asia,Other,4157
US,Low Fare,22642
Asia,Other,13371
Central America,Other,7536
Europe,Other,47216
Europe,Other,16194
US,Low Fare,73453
Australia / Oceania,Other,5888
US,Low Fare,53367
US,Other,160952
US,Low Fare,16089
Mexico,Other,9066
Europe,Other,13228
Asia,Other,8724
Europe,Other,9679
US,Other,68431
US,Other,14867
Middle East,Other,8467
US,Other,398135
Asia,Other,8362
US,Low Fare,4720
South America,Other,2299
Asia,Other,11447
Europe,Other,29142
Australia / Oceania,Other,11146
US,Low Fare,19799
Asia,Other,4536
US,Other,5
Asia,Other,6282
US,Other,193440
Australia / Oceania,Other,7985
Canada,Other,3820
Europe,Other,101
US,Other,137563
Europe,Other,7395
US,Other,7055
US,Low Fare,5417
Europe,Other,8698
Australia / Oceania,Other,9516
US,Other,10319
Mexico,Other,5051
Mexico,Low Fare,4551
US,Other,23326
US,Low Fare,44777
US,Other,25056
US,Other,6996
US,Other,21299
Mexico,Low Fare,4553
US,Other,6947
US,Low Fare,65067
Asia,Other,8624
Asia,Other,5201
Asia,Other,79841
Canada,Other,181
US,Other,84345
Europe,Other,9927
Asia,Other,4267
US,Other,6039
Asia,Other,2411
Asia,Other,7258
Mexico,Other,2809
Middle East,Other,10787
US,Other,65409
Europe,Other,23362
Asia,Other,9464
US,Other,323470
Asia,Other,10496
US,Other,99472
Canada,Other,5109
Middle East,Other,6610
Europe,Other,12491
US,Low Fare,21701
US,Other,7578
Australia / Oceania,Other,7846
Asia,Other,3981
Canada,Other,9102
Canada,Other,5229
Europe,Other,19086
US,Other,45497
Asia,Other,74405
Asia,Other,9958
Asia,Other,6957
Europe,Other,5031
US,Other,57069
Canada,Other,19354
Middle East,Other,8833
Asia,Other,13059
US,Other,113999
Mexico,Other,9227
Europe,Other,10321
Europe,Other,1031
Central America,Other,4371
Mexico,Other,4991
Canada,Other,18986
US,Other,6126
Canada,Other,53
Australia / Oceania,Other,9180
Mexico,Low Fare,8823
US,Other,39118
Central America,Other,6162
Canada,Other,21059
Central America,Other,6579
US,Low Fare,31702
US,Other,4753
US,Other,5759
US,Low Fare,64861
US,Other,25467
Asia,Other,5573
Asia,Other,9294
Central America,Other,4819
Asia,Other,9322
Australia / Oceania,Other,349
Australia / Oceania,Other,7201
US,Other,2837
US,Other,18042
US,Other,255881
US,Other,14828
Asia,Other,15045
Mexico,Other,3412
Asia,Other,3123
US,Other,5266
US,Other,1456
Europe,Other,6083
Canada,Other,8223
US,Other,6443
US,Low Fare,52071
Mexico,Other,6046
Europe,Other,8581
US,Low Fare,8989
US,Other,3565
US,Low Fare,33433
US,Other,4441
Australia / Oceania,Other,8491
Europe,Other,6000
US,Other,65925
US,Low Fare,132581
US,Low Fare,4652
Australia / Oceania,Other,7181
US,Low Fare,41686
US,Low Fare,6726
Europe,Other,40788
Europe,Other,16600
US,Other,31435
Central America,Other,4176
Australia / Oceania,Other,3332
Europe,Other,31420
US,Other,143061
US,Other,2393
Asia,Other,19615
Asia,Other,6879
Asia,Other,3844
Europe,Other,5300
US,Other,8016
US,Other,1694
US,Low Fare,6117
Europe,Other,10285
US,Other,46984
US,Other,3216
US,Other,21245
Europe,Other,16575
US,Other,98346
US,Low Fare,86305
Mexico,Other,10450
US,Low Fare,164412
US,Other,2712
US,Other,42915
Central America,Other,3526
Asia,Other,11381
Europe,Other,32
Europe,Other,21049
US,Other,122938
Asia,Other,17916
US,Other,56107
Mexico,Other,7665
Asia,Other,7065
US,Low Fare,43318
Asia,Other,17414
Europe,Other,8296
US,Low Fare,152182
Europe,Other,8841
US,Other,58608
Central America,Other,8590
US,Other,7323
US,Other,33954
Europe,Other,13438
US,Other,14571
US,Low Fare,164526
Middle East,Other,6788
Europe,Other,303
Middle East,Other,10450
US,Other,127
US,Other,116005
US,Other,35171
Europe,Other,41654
Europe,Other,20100
US,Other,27757
US,Low Fare,3335
Europe,Other,15926
US,Low Fare,140519
Australia / Oceania,Other,7280
Mexico,Other,7445
Europe,Other,2085
US,Other,76782
Europe,Other,21052
Asia,Other,13407
Australia / Oceania,Other,8316
US,Other,153259
Canada,Other,1357
US,Low Fare,93470
Canada,Other,94
US,Low Fare,64507
Mexico,Low Fare,3065
US,Other,129206
US,Other,131254
US,Other,59098
Asia,Other,6125
US,Other,2799
Asia,Other,17824
Canada,Other,9532
US,Other,18287
Europe,Other,7807
Central America,Other,2620
Asia,Other,14978
US,Low Fare,28791
Europe,Other,300
Asia,Other,12402
US,Low Fare,104094
Europe,Other,6102
Europe,Other,3507
US,Other,257574
Europe,Other,243
Australia / Oceania,Other,6498
Asia,Other,6212
US,Low Fare,36
Mexico,Other,30575
Asia,Other,15849
Asia,Other,6432
Europe,Other,2921
Asia,Other,14107
Central America,Other,4969
Asia,Other,9210
Canada,Other,322
Asia,Other,22060
Canada,Other,1346
US,Low Fare,61506
Asia,Other,27800
US,Low Fare,20455
Asia,Other,7768
Mexico,Other,6963
Asia,Other,8030
Asia,Other,3499
Europe,Other,4797
US,Other,157557
US,Other,81101
Asia,Other,5312
Mexico,Other,2273
Canada,Other,3719
Europe,Other,11072
Asia,Other,263
US,Other,20851
Canada,Other,12726
Middle East,Other,7132
Central America,Other,5517
US,Low Fare,38495
Asia,Other,8155
US,Low Fare,106
Mexico,Other,8515
Asia,Other,11850
Europe,Other,29254
Europe,Other,18542
Europe,Other,9591
US,Other,5211
US,Other,141409
US,Other,40881
Central America,Other,7623
Asia,Other,5806
US,Other,23104
US,Low Fare,2454
Europe,Other,14687
Asia,Other,361
US,Other,7312
Canada,Other,21267
US,Other,134386
Canada,Other,743
US,Other,125472
US,Other,12764
US,Other,86492
US,Low Fare,19427
Asia,Other,4203
US,Other,16862
Europe,Other,9752
Asia,Other,15555
Australia / Oceania,Other,9969
US,Other,558030
Asia,Other,20526
US,Other,65182
Canada,Other,12183
Europe,Other,13140
US,Other,65113
Asia,Other,14675
US,Other,39903
US,Other,8266
US,Low Fare,144
Australia / Oceania,Other,9098
Europe,Other,10516
Canada,Other,11839
US,Other,160972
Mexico,Other,8210
Mexico,Low Fare,3987
Mexico,Other,3280
US,Low Fare,233359
Asia,Other,8943
Asia,Other,8553
US,Other,38374
Europe,Other,19094
Asia,Other,12889
US,Other,16530
Europe,Other,12363
Australia / Oceania,Other,10244
US,Other,287690
Asia,Other,5186
Middle East,Other,11108
US,Low Fare,48
Canada,Other,7932
US,Other,3004
Europe,Other,34666
Asia,Other,9747
Mexico,Other,6203
Asia,Other,7864
Asia,Other,9438
Australia / Oceania,Other,8886
US,Other,7788
Asia,Other,5258
Europe,Other,9614
US,Low Fare,61223
US,Low Fare,905
US,Other,21603
US,Other,7358
US,Other,330464
Europe,Other,16111
US,Other,3817
Canada,Other,2145
Mexico,Other,13425
Mexico,Other,4754
US,Other,297
Asia,Other,75110
Europe,Other,7366
Australia / Oceania,Other,704
US,Other,2524
US,Low Fare,12400
Europe,Other,1034
Asia,Other,10317
Asia,Other,20994
Mexico,Other,10522
US,Low Fare,140655
Australia / Oceania,Other,9957
Europe,Other,20544
Asia,Other,4112
Middle East,Other,2752
US,Low Fare,443
Asia,Other,76239
Canada,Other,11874
Australia / Oceania,Other,5289
US,Other,31577
US,Low Fare,54295
Mexico,Other,8513
Europe,Other,1307
Asia,Other,8755
Canada,Other,14226
Middle East,Other,13194
Mexico,Other,12629
US,Other,110410
Australia / Oceania,Other,10615
Australia / Oceania,Other,6209
Europe,Other,19882
US,Low Fare,102834
US,Other,337
Central America,Other,6288
Europe,Other,9261
US,Other,8112
US,Low Fare,16471
US,Other,6369
Europe,Other,5890
US,Low Fare,3582
Europe,Other,9666
Europe,Other,301
Canada,Other,3541
US,Low Fare,16869
Asia,Other,5536
Australia / Oceania,Other,6166
Asia,Other,14821
Mexico,Other,3342
Asia,Other,9319
Asia,Other,7018
US,Other,140745
US,Low Fare,6790
Australia / Oceania,Other,7056
Australia / Oceania,Other,6047
Europe,Other,260
Asia,Other,8400
US,Other,5610
US,Other,2585
Europe,Other,10487
US,Other,309798
Mexico,Low Fare,6871
Asia,Other,8500
Middle East,Other,3342
Canada,Other,14300
US,Low Fare,40960
US,Other,3334
Europe,Other,9291
Europe,Other,5849
Asia,Other,4880
US,Other,37790
US,Low Fare,133504
Europe,Other,1381
Mexico,Other,8298
Middle East,Other,8513
US,Low Fare,40734
US,Other,433650
US,Low Fare,120
Canada,Other,546
US,Low Fare,9975
Australia / Oceania,Other,9746
Canada,Other,6201
Mexico,Other,5522
Australia / Oceania,Other,12656
US,Low Fare,7737
Asia,Other,24164
US,Other,61088
US,Other,384259
US,Other,257323
Europe,Other,10910
US,Other,5365
Canada,Other,24473
US,Other,5549
US,Other,92708
US,Low Fare,15205
Asia,Other,9627
Asia,Other,11673
Canada,Other,9887
US,Other,1049
US,Other,120150
Asia,Other,10161
Asia,Other,19476
Mexico,Other,2786
Europe,Other,2794
US,Low Fare,6868
US,Other,62470
Asia,Other,11906
Canada,Other,11523
Asia,Other,6484
Asia,Other,62785
Mexico,Other,8389
US,Other,419569
Canada,Other,10474
US,Other,84
US,Other,70206
US,Other,22303
US,Other,232529
Europe,Other,5555
Asia,Other,15937
Europe,Other,6116
Canada,Other,6842
US,Other,113317
US,Low Fare,122593
US,Other,25787
Canada,Other,6734
Australia / Oceania,Other,8523
Canada,Other,7994
Asia,Other,11065
Europe,Other,6328
Asia,Other,12224
US,Other,8413
US,Other,67153
US,Low Fare,103207
Europe,Other,2418
Australia / Oceania,Other,1420
Europe,Other,14604
Europe,Other,5756
Europe,Other,22181
Canada,Other,2504
US,Low Fare,15139
US,Other,4806
Europe,Other,16135
US,Other,121463
US,Other,7344
US,Other,349495
US,Other,5553
US,Other,308896
Asia,Other,76437
Australia / Oceania,Other,6253
Asia,Other,8911
Europe,Other,8789
Australia / Oceania,Other,384
Central America,Other,7879
US,Other,11676
US,Low Fare,136432
US,Other,31460
Europe,Other,12911
US,Other,131190
Europe,Other,19746
US,Other,67853
US,Other,133097
Mexico,Other,12568
Canada,Other,2432
US,Other,1734
US,Other,3664
Europe,Other,13579
Australia / Oceania,Other,8731
Asia,Other,12410
Europe,Other,11824
Middle East,Other,10990
US,Low Fare,12769
Asia,Other,6744
Asia,Other,9313
US,Low Fare,13634
Asia,Other,8341
Europe,Other,19719
Asia,Other,6668
US,Low Fare,51
US,Low Fare,19515
Europe,Other,9654
US,Low Fare,61030
Canada,Other,9354
Mexico,Other,3687
US,Other,2498
US,Other,62955
US,Other,20845
US,Other,410861
Canada,Other,4734
Europe,Other,18709
US,Low Fare,6509
Asia,Other,62139
Mexico,Other,4447
Australia / Oceania,Other,11967
Asia,Other,8505
US,Other,7157
Europe,Other,6150
US,Other,5162
Australia / Oceania,Other,8958
Asia,Other,15635
Europe,Other,5572
Europe,Other,16377
Canada,Other,8700
Mexico,Low Fare,2067
US,Other,141525
US,Low Fare,163669
Canada,Other,27473
Asia,Other,5056
Canada,Other,11777
US,Low Fare,157240
Mexico,Other,258
US,Other,18904
Asia,Other,5731
US,Other,4439
Canada,Other,35429
Canada,Other,15298
Asia,Other,6976
Europe,Other,6905
US,Other,5149
Asia,Other,76886
Europe,Other,7294
Australia / Oceania,Other,1316
Middle East,Other,14023
Central America,Other,4086
Europe,Other,54621
Asia,Other,5945
Europe,Other,9516
Canada,Other,11771
US,Other,7598
Europe,Other,4589
Canada,Other,15383
US,Other,51632
US,Other,64546
US,Other,38737
Europe,Other,18010
Asia,Other,3717
Europe,Other,16822
US,Low Fare,32868
Mexico,Other,8790
Asia,Other,5703
Asia,Other,8537
Canada,Other,17632
US,Other,13360
Asia,Other,11948
US,Other,65217
Asia,Other,56725
US,Low Fare,2250
US,Other,6666
Mexico,Low Fare,4063
Australia / Oceania,Other,7593
Mexico,Other,10406
Central America,Other,5483
Middle East,Other,14366
US,Other,4346
Australia / Oceania,Other,9644
US,Other,93721
Europe,Other,19888
Asia,Other,18142
Asia,Other,10937
Asia,Other,6768
Asia,Other,8761
Asia,Other,5855
Europe,Other,13120
US,Other,23496
Asia,Other,7165
US,Other,183224
Europe,Other,30796
Canada,Other,6225
US,Low Fare,85990
Australia / Oceania,Other,4962
Asia,Other,5620
Mexico,Low Fare,4796
Canada,Other,1509
Mexico,Other,16236
Asia,Other,18859
Asia,Other,5907
Australia / Oceania,Other,1542
Asia,Other,9453
US,Other,98814
Europe,Other,16100
Asia,Other,9097
US,Other,37293
Canada,Other,6119
Europe,Other,3825
Asia,Other,9850
US,Low Fare,120976
Asia,Other,15592
Australia / Oceania,Other,986
Canada,Other,100
Europe,Other,27661
US,Low Fare,163718
US,Other,2060
Canada,Other,9546
Mexico,Other,167
Asia,Other,7187
Canada,Other,187
US,Other,5042
US,Other,12185
Europe,Other,873
Asia,Other,7966
Canada,Other,1680
Europe,Other,7565
Canada,Other,6973
Canada,Other,10263
Asia,Other,10062
Mexico,Other,151
Asia,Other,3978
US,Other,1299
Europe,Other,5568
US,Low Fare,21390
Asia,Other,4479
US,Other,1052
US,Low Fare,35498
Asia,Other,3506
Middle East,Other,12874
Europe,Other,1197
Europe,Other,16885
Asia,Other,6069
US,Low Fare,2419
Europe,Other,6010
Asia,Other,15243
US,Other,19870
Europe,Other,8741
Middle East,Other,2720
Asia,Other,11052
Europe,Other,13700
Europe,Other,10786
Asia,Other,6006
Asia,Other,11445
Asia,Low Fare,161
Europe,Other,25807
Asia,Other,8858
US,Low Fare,5754
Mexico,Other,3000
Europe,Other,7255
Europe,Other,17044
Canada,Other,14161
US,Other,137726
Europe,Other,9965
Canada,Other,14693
US,Low Fare,38
Canada,Other,1268
US,Low Fare,34051
Asia,Other,9874
Asia,Other,17143
US,Other,3258
Mexico,Other,5217
US,Other,307
US,Other,12757
Mexico,Other,2783
US,Other,26525
US,Low Fare,160910
US,Low Fare,133618
US,Other,8981
Australia / Oceania,Other,3819
US,Low Fare,150135
US,Other,388052
US,Other,107153
US,Other,73858
Asia,Other,7613
US,Other,5065
US,Low Fare,26535
US,Other,139242
Australia / Oceania,Other,5693
Asia,Other,2471
US,Other,49433
US,Other,164943
Mexico,Other,12269
US,Low Fare,180876
Europe,Other,18200
Australia / Oceania,Other,8453
Middle East,Other,12556
US,Other,307467
Asia,Other,15409
Asia,Other,6402
Mexico,Low Fare,3800
US,Other,139690
Asia,Other,3062
Middle East,Other,6025
Asia,Other,331
Asia,Other,7495
Europe,Other,20212
Europe,Other,9751
Europe,Other,16868
Asia,Other,8263
US,Other,45513
Asia,Other,25286
US,Other,7965
US,Other,5597
Canada,Other,20197
Asia,Other,7605
Europe,Other,9594
US,Other,3011
Mexico,Low Fare,2791
US,Low Fare,118655
Europe,Other,19182
Mexico,Other,6950
US,Other,11158
US,Other,100501
US,Low Fare,81657
US,Other,1332
US,Other,12248
Asia,Other,9252
US,Other,138552
Asia,Other,11127
Asia,Other,18662
US,Other,445020
Europe,Other,5931
Asia,Other,5488
Canada,Other,9473
Europe,Other,5881
South America,Other,3218
Canada,Other,7679
Canada,Other,26729
Canada,Other,8803
US,Other,36289
Asia,Other,5477
Asia,Other,2868
Asia,Other,5794
Europe,Other,12310
US,Other,7195
Asia,Other,8984
US,Other,5058
Asia,Other,76730
Canada,Low Fare,2063
Asia,Other,7310
Mexico,Other,5764
Asia,Other,11106
Asia,Other,17389
US,Other,91279
US,Other,248037
Canada,Other,10723
US,Other,46200
Asia,Other,21763
Asia,Other,4934
Europe,Other,16538
Asia,Other,7096
US,Other,73759
US,Other,63854
US,Other,63299
US,Other,8154
US,Other,293
Canada,Other,5889
Mexico,Other,2773
Australia / Oceania,Other,513
Asia,Other,6118
Central America,Other,4944
Asia,Other,8507
Australia / Oceania,Other,7595
Europe,Other,9310
US,Other,12869
Europe,Other,8293
US,Other,66984
Asia,Other,9245
US,Other,387145
US,Other,790
US,Low Fare,53612
Asia,Other,5328
Australia / Oceania,Other,5516
Europe,Other,3450
Australia / Oceania,Other,10432
Asia,Other,7085
Mexico,Other,319
Asia,Other,253
US,Low Fare,3315
US,Other,3261
US,Low Fare,19234
Europe,Other,8870
Europe,Other,316
Asia,Other,18735
US,Low Fare,159491
Canada,Other,12879
Australia / Oceania,Other,7570
Asia,Other,9305
US,Other,93753
Europe,Other,25
US,Low Fare,19587
US,Other,297352
US,Other,6505
US,Other,60122
US,Other,4554
Europe,Other,1578
US,Other,68
US,Other,229345
Europe,Other,548
US,Low Fare,7911
Australia / Oceania,Other,11063
South America,Other,3046
Europe,Other,7221
Europe,Other,8279
US,Other,1523
Europe,Other,11669
US,Other,127350
Asia,Other,5493
US,Low Fare,5713
Asia,Other,5525
Europe,Other,1217
US,Other,17850
Canada,Other,1443
Asia,Other,21900
US,Other,659837
Europe,Other,672
Asia,Other,3419
Asia,Other,10484
Australia / Oceania,Other,350
Europe,Other,8890
US,Low Fare,6153
US,Other,5861
US,Other,1511
US,Other,5087
US,Other,1484
Europe,Other,4509
Canada,Other,913
Asia,Other,1945
Asia,Other,4452
US,Other,132259
US,Low Fare,49501
Europe,Other,17387
Asia,Other,12907
Australia / Oceania,Other,9514
US,Other,6838
US,Other,4155
Asia,Other,6479
US,Other,6236
Mexico,Other,9302
Mexico,Other,5727
Mexico,Other,5417
US,Other,86360
Europe,Other,16336
Asia,Other,6966
Asia,Other,9016
US,Other,15378
Europe,Other,4124
US,Other,4553
Asia,Other,4339
US,Low Fare,46766
US,Low Fare,59700
US,Low Fare,59759
Europe,Other,8209
Asia,Other,6030
Australia / Oceania,Other,3066
Asia,Other,9342
Central America,Other,6829
US,Low Fare,125701
US,Other,22497
US,Low Fare,4563
Europe,Other,8728
Mexico,Other,2876
US,Other,76314
Mexico,Other,14228
Asia,Other,6895
US,Low Fare,2852
US,Other,4096
US,Other,38033
US,Other,6291
Europe,Other,15621
US,Other,145133
Europe,Other,17104
Canada,Other,10777
Mexico,Other,8983
Europe,Other,330
Europe,Other,21710
US,Low Fare,374
Asia,Other,5350
US,Other,146687
Asia,Other,8103
Europe,Other,6474
US,Low Fare,4717
Asia,Other,19394
Middle East,Other,2502
Europe,Other,11722
Asia,Other,9120
US,Other,11241
US,Other,20545
US,Low Fare,155152
Europe,Other,15246
US,Other,3405
Asia,Other,6142
Europe,Other,5654
Mexico,Other,25280
US,Other,3037
Europe,Other,15637
Middle East,Other,6048
Mexico,Low Fare,4966
US,Other,8201
Europe,Other,19203
US,Other,4363
US,Other,89742
US,Low Fare,8126
US,Other,5448
US,Other,4916
Europe,Other,325
Asia,Other,5661
US,Other,121301
Mexico,Other,3874
Asia,Other,6597
Asia,Other,7550
Asia,Other,9549
US,Low Fare,4629
US,Low Fare,1669
Canada,Other,8012
Asia,Other,5150
US,Other,36641
Asia,Other,10122
Canada,Other,14
Asia,Other,9506
Europe,Other,694
Asia,Other,9933
Asia,Other,16721
US,Low Fare,18530
Europe,Other,10197
US,Other,15834
US,Other,32152
Asia,Other,6837
US,Low Fare,54105
Asia,Other,5195
Canada,Other,10636
Australia / Oceania,Other,8616
US,Other,402
Canada,Low Fare,1138
Asia,Other,4678
Europe,Other,34400
US,Other,126470
US,Low Fare,150351
US,Other,283478
US,Other,6286
Canada,Other,2629
Asia,Other,8522
US,Other,22333
US,Other,142625
Asia,Other,5174
Europe,Other,10661
US,Other,92711
Asia,Other,6297
US,Low Fare,41893
US,Low Fare,39613
US,Other,132002
Asia,Other,12964
Asia,Other,2121
Canada,Other,9486
Asia,Other,16774
Central America,Other,5800
US,Other,137773
Asia,Other,5085
US,Other,83440
Mexico,Other,9132
Asia,Other,4583
Mexico,Other,2065
Canada,Other,1349
Asia,Other,15803
US,Low Fare,42561
Europe,Other,6641
Central America,Other,3343
Asia,Other,7795
US,Other,382751
US,Other,5279
US,Low Fare,35100
US,Low Fare,107190
US,Other,3084
Canada,Other,23956
Europe,Other,15170
Europe,Other,20107
Europe,Other,7839
US,Other,86383
US,Other,435510
Asia,Other,87830
US,Other,24662
US,Low Fare,20686
US,Other,92916
Europe,Other,41067
Europe,Other,14601
Asia,Other,8589
Central America,Other,8353
Asia,Other,22908
Europe,Other,10050
Europe,Other,7200
Asia,Other,5235
Mexico,Other,8205
US,Other,101849
US,Other,38116
Mexico,Other,8538
Asia,Other,9839
Canada,Other,142
US,Other,5114
Mexico,Other,10051
US,Other,5660
Europe,Other,2716
Asia,Other,3273
Europe,Other,5813
US,Other,116480
Asia,Other,17362
US,Other,412
Central America,Other,4923
US,Low Fare,62161
Europe,Other,19898
US,Other,133725
US,Low Fare,162881
Asia,Other,8025
US,Other,122826
Europe,Other,3668
Asia,Other,71406
Mexico,Other,5480
Europe,Other,7079
Europe,Other,17715
Europe,Other,10515
Australia / Oceania,Other,6280
Canada,Other,10926
Asia,Other,19218
Asia,Other,6889
Asia,Other,5315
Asia,Other,6628
Mexico,Other,14122
US,Low Fare,3870
US,Other,57978
US,Other,22
Australia / Oceania,Other,3803
Australia / Oceania,Other,691
Central America,Other,7035
Australia / Oceania,Other,8716
Asia,Other,6399
US,Low Fare,1931
US,Other,19030
Mexico,Other,21400
Canada,Other,12006
Asia,Other,59088
Europe,Other,4022
US,Other,103284
US,Other,19158
Asia,Other,78427
Europe,Other,3442
Asia,Other,4215
Asia,Other,12017
US,Other,108469
US,Other,17493
Mexico,Other,2529
Australia / Oceania,Other,13220
US,Low Fare,22633
US,Other,158846
Asia,Other,11516
US,Other,294113
Asia,Other,10318
US,Other,2571
Asia,Other,11916
US,Other,723
Asia,Other,11753
Canada,Other,16858
Australia / Oceania,Other,5625
US,Other,95
Asia,Other,6969
Europe,Other,10195
US,Other,35942
Canada,Other,14742
US,Other,26475
US,Other,127513
Central America,Other,3392
US,Other,307008
US,Other,15338
Asia,Other,12167
Asia,Other,16020
Europe,Other,11084
Mexico,Other,2795
Asia,Other,64768
Asia,Other,2946
Asia,Other,6991
US,Other,49847
Central America,Other,4836
Australia / Oceania,Other,13807
Asia,Other,49229
US,Low Fare,182203
Europe,Other,659
US,Other,36745
US,Other,11614
US,Other,3338
US,Other,96897
US,Other,127472
US,Low Fare,12922
US,Other,27178
US,Other,130322
Australia / Oceania,Other,7125
Canada,Other,16421
Asia,Other,9944
Europe,Other,19923
Europe,Other,22483
Australia / Oceania,Other,8848
Mexico,Other,10582
US,Low Fare,49663
US,Other,241627
US,Low Fare,17303
Asia,Other,7379
US,Low Fare,66217
Australia / Oceania,Other,6490
Europe,Other,9871
US,Other,5183
US,Low Fare,199539
Mexico,Other,5780
Asia,Other,10095
Mexico,Other,3054
Europe,Other,7574
Canada,Other,5066
Asia,Other,7415
Asia,Other,2363
US,Other,5482
US,Other,5535
Asia,Other,8991
US,Low Fare,65251
US,Other,104710
Mexico,Other,11437
US,Other,403619
US,Other,19822
US,Other,4986
Asia,Other,62080
US,Other,325806
US,Other,33527
US,Other,80999
US,Other,201880
US,Other,103331
Canada,Other,11579
US,Other,5977
Europe,Other,16642
US,Other,114823
US,Other,2213
Asia,Other,10442
Canada,Other,6897
Europe,Other,14491
Europe,Other,8240
Asia,Other,8436
US,Other,102899
US,Other,30804
US,Low Fare,25255
Asia,Other,8041
US,Other,3428
US,Low Fare,97016
US,Other,6547
US,Low Fare,143448
Canada,Other,561
Canada,Other,27767
US,Low Fare,258
US,Other,8615
US,Other,138566
US,Other,41263
US,Other,9368
Europe,Other,122
US,Low Fare,11921
Mexico,Low Fare,4134
US,Other,8703
US,Low Fare,52404
Asia,Other,4727
Europe,Other,15386
Canada,Other,6554
Europe,Other,17453
Europe,Other,34240
US,Other,36580
Central America,Other,5401
Central America,Other,4047
Middle East,Other,10548
Asia,Other,6295
US,Other,4796
Canada,Other,505
Middle East,Other,7320
Mexico,Other,7404
US,Other,7437
Mexico,Other,6299
Central America,Other,4763
Asia,Other,10419
US,Low Fare,13629
Mexico,Other,2708
US,Other,8691
US,Other,19841
US,Other,2050
Mexico,Other,8345
US,Other,334397
Australia / Oceania,Other,8706
Europe,Other,893
US,Other,52459
Middle East,Other,5841
US,Other,10530
US,Other,30524
Asia,Other,5384
US,Low Fare,5044
Europe,Other,9055
US,Other,14227
US,Low Fare,28939
Canada,Other,2282
US,Low Fare,3811
Asia,Other,20828
US,Other,4722
US,Other,8270
US,Other,23134
Canada,Other,8543
US,Other,373976
Canada,Other,8665
Asia,Other,4846
Asia,Other,4075
Canada,Other,5646
US,Low Fare,7542
Europe,Other,14551
Asia,Other,5057
Europe,Other,12034
Canada,Other,5938
Mexico,Low Fare,1939
Asia,Other,13595
Canada,Other,3935
Asia,Other,29797
Europe,Other,4156
Central America,Other,5678
US,Other,4493
US,Other,13753
US,Other,19516
Europe,Other,5814
Mexico,Other,8799
Canada,Other,28940
US,Other,73549
US,Other,47035
Mexico,Other,2990
Central America,Other,4835
US,Low Fare,117014
Canada,Other,12689
Europe,Other,11489
Mexico,Other,7373
Canada,Other,11237
Asia,Other,60419
Australia / Oceania,Other,7124
US,Other,41461
Asia,Other,6059
Europe,Other,23230
US,Other,27506
Europe,Other,21094
Middle East,Other,8478
Central America,Other,6373
US,Other,367925
US,Other,26977
Europe,Other,7860
Middle East,Other,12424
US,Low Fare,4057
Asia,Other,11119
Asia,Other,12405
US,Other,123303
Mexico,Other,10173
Asia,Other,17723
Canada,Other,7827
Asia,Other,5431
Asia,Other,7946
